"UF";"Cargo";"Número do candidato";"Nome do candidato";"Nome do candidato (urna)";"Partido";"Coligação";"Turno";"Situação de totalização";"Votos nominais do candidato";"Voto em trânsito";"Votos válidos por abrangência";"% votos válidos";"Data última totalização"
"RO";"Deputado Federal";"1919";"LEONARDO BARRETO DE MORAES";"LÉO MORAES";"PODE";"MDB / PODE / PV";"1";"Eleito";"69565";"0";"783305";"8,88";"21/01/2019 15:34:37"
"RO";"Deputado Federal";"5555";"EXPEDITO GONÇALVES FERREIRA NETTO";"EXPEDITO NETTO";"PSD";"PSDB / DEM / PSD / PRB / PATRI";"1";"Eleito";"39953";"0";"783305";"5,1";"21/01/2019 15:34:37"
"RO";"Deputado Federal";"4545";"MARIANA FONSECA RIBEIRO CARVALHO DE MORAES";"MARIANA CARVALHO";"PSDB";"PSDB / DEM / PSD / PRB / PATRI";"1";"Eleito";"38776";"0";"783305";"4,95";"21/01/2019 15:34:37"
"RO";"Deputado Federal";"1555";"LUCIO ANTONIO MOSQUINI";"LUCIO MOSQUINI";"MDB";"MDB / PODE / PV";"1";"Eleito";"38630";"0";"783305";"4,93";"21/01/2019 15:34:37"
"RO";"Deputado Federal";"1111";"DIRLAINE JAQUELINE CASSOL";"JAQUELINE CASSOL";"PP";"PDT / PSB / PTB / SOLIDARIEDADE / PP / PR / DC / PTC";"1";"Eleito";"34193";"0";"783305";"4,37";"21/01/2019 15:34:37"
"RO";"Deputado Federal";"1234";"SILVIA CRISTINA AMANCIO CHAGAS";"SILVIA CRISTINA";"PDT";"PDT / PSB / PTB / SOLIDARIEDADE / PP / PR / DC / PTC";"1";"Eleito";"33038";"0";"783305";"4,22";"21/01/2019 15:34:37"
"RO";"Deputado Federal";"4040";"MAURO NAZIF RASUL";"DR. MAURO NAZIF";"PSB";"PDT / PSB / PTB / SOLIDARIEDADE / PP / PR / DC / PTC";"1";"Eleito";"30399";"0";"783305";"3,88";"21/01/2019 15:34:37"
"RO";"Deputado Federal";"1777";"JOAO CHRISÓSTOMO DE MOURA";"CORONEL CHRISÓSTOMO";"PSL";"PSL";"1";"Eleito";"28344";"0";"783305";"3,62";"21/01/2019 15:34:37"
"RR";"Deputado Federal";"5555";"HAROLDO ALVES CAMPOS";"HAROLDO CATHEDRAL";"PSD";"MDB / PSD / SOLIDARIEDADE / DC";"1";"Eleito";"14751";"0";"270708";"5,45";"10/10/2018 10:15:34"
"RR";"Deputado Federal";"1011";"JOHNATHAN PEREIRA DE JESUS";"JHONATAN DE JESUS";"PRB";"PSL / PRB / PTC / PSC";"1";"Eleito";"13429";"0";"270708";"4,96";"10/10/2018 10:15:34"
"RR";"Deputado Federal";"1111";"HIRAN MANUEL GONÇALVES DA SILVA";"DR. HIRAN GONÇALVES";"PP";"PP / PDT / PC do B";"1";"Eleito";"13299";"0";"270708";"4,91";"10/10/2018 10:15:34"
"RR";"Deputado Federal";"1717";"ANTONIO CARLOS NICOLETTI";"NICOLETTI";"PSL";"PSL / PRB / PTC / PSC";"1";"Eleito";"12969";"0";"270708";"4,79";"10/10/2018 10:15:34"
"RR";"Deputado Federal";"4545";"SHÉRIDAN ESTÉRFANY OLIVEIRA DE ANCHIETA";"SHÉRIDAN";"PSDB";"PPS / DEM / PSDB / PMB";"1";"Eleito";"12129";"0";"270708";"4,48";"10/10/2018 10:15:34"
"RR";"Deputado Federal";"2200";"EDIO VIEIRA LOPES";"EDIO LOPES";"PR";"PR / PRTB";"1";"Eleito";"11952";"0";"270708";"4,42";"10/10/2018 10:15:34"
"RR";"Deputado Federal";"7777";"JOSE OTACI BARROSO DO NASCIMENTO";"OTACI";"SOLIDARIEDADE";"MDB / PSD / SOLIDARIEDADE / DC";"1";"Eleito";"11879";"0";"270708";"4,39";"10/10/2018 10:15:34"
"RR";"Deputado Federal";"1818";"JOENIA BATISTA DE CARVALHO";"JOENIA WAPICHANA";"REDE";"PTB / REDE / PV / PT";"1";"Eleito";"8491";"0";"270708";"3,14";"10/10/2018 10:15:34"
"RS";"Deputado Federal";"3030";"MARCEL VAN HATTEM";"MARCEL VAN HATTEM";"NOVO";"NOVO";"1";"Eleito";"349855";"0";"5845077";"5,99";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"2522";"ONYX DORNELLES LORENZONI";"ONYX LORENZONI";"DEM";"DEM / PROS / PSL";"1";"Eleito";"183518";"0";"5845077";"3,14";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"2222";"GIOVANI CHERINI";"GIOVANI CHERINI";"PR";"PSB / PR / PATRI";"1";"Eleito";"151719";"0";"5845077";"2,6";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1307";"PAULO ROBERTO SEVERO PIMENTA";"PAULO PIMENTA";"PT";"PT";"1";"Eleito";"133086";"0";"5845077";"2,28";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1355";"DIONILSO MATEUS MARCON";"MARCON";"PT";"PT";"1";"Eleito";"122838";"0";"5845077";"2,1";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1208";"MARLON ARATOR SANTOS DA ROSA";"MARLON SANTOS";"PDT";"PDT / PMB / PV";"1";"Eleito";"116483";"0";"5845077";"1,99";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"4511";"LUCAS BELLO REDECKER";"LUCAS REDECKER";"PSDB";"PSDB / PTB / PRB / REDE / PP";"1";"Eleito";"114346";"0";"5845077";"1,96";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"5050";"FERNANDA MELCHIONNA E SILVA";"FERNANDA MELCHIONNA";"PSOL";"PSOL / PCB";"1";"Eleito";"114302";"0";"5845077";"1,96";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"4012";"HEITOR JOSÉ SCHUCH";"HEITOR SCHUCH";"PSB";"PSB / PR / PATRI";"1";"Eleito";"109053";"0";"5845077";"1,87";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1313";"HENRIQUE FONTANA JÚNIOR";"HENRIQUE FONTANA";"PT";"PT";"1";"Eleito";"108585";"0";"5845077";"1,86";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1010";"ANTONIO CARLOS GOMES DA SILVA";"CARLOS GOMES";"PRB";"PSDB / PTB / PRB / REDE / PP";"1";"Eleito";"103373";"0";"5845077";"1,77";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1320";"ELVINO JOSÉ BOHN GASS";"BOHN GASS";"PT";"PT";"1";"Eleito";"102964";"0";"5845077";"1,76";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"5501";"DANRLEI DE DEUS HINTERHOLZ";"DANRLEI DE DEUS GOLEIRO";"PSD";"PSD / PSC / PMN / PRP / PTC";"1";"Eleito";"102662";"0";"5845077";"1,76";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1111";"LUIS ANTONIO FRANCISCATTO COVATTI";"COVATTI FILHO";"PP";"PSDB / PTB / PRB / REDE / PP";"1";"Eleito";"102063";"0";"5845077";"1,75";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1520";"MARCIO DELLA VALLE BIOLCHI";"MÁRCIO BIOLCHI";"MDB";"MDB";"1";"Eleito";"100362";"0";"5845077";"1,72";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1500";"ALCEU MOREIRA DA SILVA";"ALCEU MOREIRA";"MDB";"MDB";"1";"Eleito";"100341";"0";"5845077";"1,72";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1166";"JOSÉ ALFONSO EBERT HAMM";"AFONSO HAMM";"PP";"PSDB / PTB / PRB / REDE / PP";"1";"Eleito";"100018";"0";"5845077";"1,71";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1370";"MARIA DO ROSÁRIO NUNES";"MARIA DO ROSÁRIO";"PT";"PT";"1";"Eleito";"97303";"0";"5845077";"1,66";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1144";"PEDRO BANDARRA WESTPHALEN";"PEDRO WESTPHALEN";"PP";"PSDB / PTB / PRB / REDE / PP";"1";"Eleito";"97163";"0";"5845077";"1,66";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1515";"GIOVANI BATISTA FELTES";"GIOVANI FELTES";"MDB";"MDB";"1";"Eleito";"93088";"0";"5845077";"1,59";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1700";"ALCIBIO MESQUITA BIBO NUNES";"BIBO NUNES";"PSL";"DEM / PROS / PSL";"1";"Eleito";"91664";"0";"5845077";"1,57";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1133";"JERÔNIMO PIZZOLOTTO GOERGEN";"JERÔNIMO GOERGEN";"PP";"PSDB / PTB / PRB / REDE / PP";"1";"Eleito";"89707";"0";"5845077";"1,53";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1720";"UBIRATAN ANTUNES SANDERSON";"SANDERSON FEDERAL";"PSL";"DEM / PROS / PSL";"1";"Eleito";"88559";"0";"5845077";"1,52";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1522";"OSMAR GASPARINI TERRA";"OSMAR TERRA";"MDB";"MDB";"1";"Eleito";"86305";"0";"5845077";"1,48";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1477";"MAURÍCIO ALEXANDRE DZIEDRICKI";"MAURÍCIO DZIEDRICKI";"PTB";"PSDB / PTB / PRB / REDE / PP";"1";"Eleito";"83617";"0";"5845077";"1,43";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1212";"DARCI POMPEO DE MATTOS";"POMPEO DE MATTOS";"PDT";"PDT / PMB / PV";"1";"Eleito";"80427";"0";"5845077";"1,38";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"4500";"DANIEL TRZECIAK DUARTE";"DANIEL DA TV";"PSDB";"PSDB / PTB / PRB / REDE / PP";"1";"Eleito";"74789";"0";"5845077";"1,28";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1412";"MARCELO PIRES MORAES";"MARCELO MORAES";"PTB";"PSDB / PTB / PRB / REDE / PP";"1";"Eleito";"69904";"0";"5845077";"1,2";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1200";"AFONSO ANTUNES DA MOTTA";"AFONSO MOTTA";"PDT";"PDT / PMB / PV";"1";"Eleito";"65712";"0";"5845077";"1,12";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"4041";"LIZIANE BAYER DA COSTA";"LIZIANE BAYER";"PSB";"PSB / PR / PATRI";"1";"Eleito";"52977";"0";"5845077";",91";"12/07/2019 19:45:09"
"RS";"Deputado Federal";"1777";"NEREU CRISPIM";"NEREU CRISPIN";"PSL";"DEM / PROS / PSL";"1";"Eleito";"32200";"0";"5845077";",55";"12/07/2019 19:45:09"
"SC";"Deputado Federal";"1010";"HÉLIO FRANCISCO DA COSTA";"HÉLIO COSTA";"PRB";"PRB / PDT / PSC / DEM / PSB / PC do B / SOLIDARIEDADE";"1";"Eleito";"179307";"0";"3548458";"5,05";"14/12/2018 13:45:40"
"SC";"Deputado Federal";"1717";"DANIEL COSTA DE FREITAS";"DANIEL FREITAS";"PSL";"PSL";"1";"Eleito";"142571";"0";"3548458";"4,02";"14/12/2018 13:45:40"
"SC";"Deputado Federal";"1350";"PEDRO FRANCISCO UCZAI";"PROFESSOR PEDRO UCZAI";"PT";"PT";"1";"Eleito";"115232";"0";"3548458";"3,25";"14/12/2018 13:45:40"
"SC";"Deputado Federal";"1718";"CAROLINE RODRIGUES DE TONI";"CAROLINE DE TONI";"PSL";"PSL";"1";"Eleito";"109363";"0";"3548458";"3,08";"14/12/2018 13:45:40"
"SC";"Deputado Federal";"4577";"GEOVANIA DE SA RODRIGUES";"GEOVANIA DE SA";"PSDB";"PSDB / PPS / PTB / DC";"1";"Eleito";"101937";"0";"3548458";"2,87";"14/12/2018 13:45:40"
"SC";"Deputado Federal";"1570";"CARLOS ALBERTO CHIODINI";"CARLOS CHIODINI";"MDB";"MDB / PR";"1";"Eleito";"97613";"0";"3548458";"2,75";"14/12/2018 13:45:40"
"SC";"Deputado Federal";"1777";"FABIO LUIZ SCHIOCHET FILHO";"FABIO SCHIOCHET";"PSL";"PSL";"1";"Eleito";"87345";"0";"3548458";"2,46";"14/12/2018 13:45:40"
"SC";"Deputado Federal";"1133";"ANGELA REGINA HEINZEN AMIN HELOU";"ANGELA AMIN";"PP";"PSD / PP / PV";"1";"Eleito";"86189";"0";"3548458";"2,43";"14/12/2018 13:45:40"
"SC";"Deputado Federal";"2323";"CARMEN EMILIA BONFÁ ZANOTTO";"CARMEN ZANOTTO";"PPS";"PSDB / PPS / PTB / DC";"1";"Eleito";"84703";"0";"3548458";"2,39";"14/12/2018 13:45:40"
"SC";"Deputado Federal";"1560";"CELSO MALDANER";"CELSO MALDANER";"MDB";"MDB / PR";"1";"Eleito";"80086";"0";"3548458";"2,26";"14/12/2018 13:45:40"
"SC";"Deputado Federal";"1510";"ROGERIO MENDONÇA";"PENINHA";"MDB";"MDB / PR";"1";"Eleito";"76925";"0";"3548458";"2,17";"14/12/2018 13:45:40"
"SC";"Deputado Federal";"5500";"DARCI DE MATOS";"DARCI DE MATOS";"PSD";"PSD / PP / PV";"1";"Eleito";"68130";"0";"3548458";"1,92";"14/12/2018 13:45:40"
"SC";"Deputado Federal";"5511";"RICARDO ZANATTA GUIDI";"RICARDO GUIDI";"PSD";"PSD / PP / PV";"1";"Eleito";"61830";"0";"3548458";"1,74";"14/12/2018 13:45:40"
"SC";"Deputado Federal";"1762";"LUIZ ARMANDO SCHROEDER REIS";"CORONEL ARMANDO";"PSL";"PSL";"1";"Eleito";"60069";"0";"3548458";"1,69";"14/12/2018 13:45:40"
"SC";"Deputado Federal";"4050";"RODRIGO COELHO";"RODRIGO COELHO";"PSB";"PRB / PDT / PSC / DEM / PSB / PC do B / SOLIDARIEDADE";"1";"Eleito";"43314";"0";"3548458";"1,22";"14/12/2018 13:45:40"
"SC";"Deputado Federal";"3050";"GILSON MARQUES VIEIRA";"GILSON MARQUES";"NOVO";"NOVO";"1";"Eleito";"27443";"0";"3548458";",77";"14/12/2018 13:45:40"
"SE";"Deputado Federal";"5555";"FÁBIO CRUZ MITIDIERI";"FÁBIO MITIDIERI";"PSD";"PP / MDB / DC / PC do B / PSD / PT / PHS";"1";"Eleito";"102899";"0";"999441";"10,3";"22/11/2018 14:23:24"
"SE";"Deputado Federal";"1111";"LAERCIO JOSE DE OLIVEIRA";"LAERCIO OLIVEIRA";"PP";"PP / MDB / DC / PC do B / PSD / PT / PHS";"1";"Eleito";"68014";"0";"999441";"6,81";"22/11/2018 14:23:24"
"SE";"Deputado Federal";"1515";"FABIO DE ALMEIDA REIS";"FABIO REIS";"MDB";"PP / MDB / DC / PC do B / PSD / PT / PHS";"1";"Eleito";"64879";"0";"999441";"6,49";"22/11/2018 14:23:24"
"SE";"Deputado Federal";"7777";"LUIZ AUGUSTO CARVALHO RIBEIRO FILHO";"GUSTINHO RIBEIRO";"SOLIDARIEDADE";"PRB / PPS / PSC / PR / PTC / PSDB / SOLIDARIEDADE";"1";"Eleito";"64132";"0";"999441";"6,42";"22/11/2018 14:23:24"
"SE";"Deputado Federal";"1311";"JOAO SOMARIVA DANIEL";"JOAO DANIEL";"PT";"PP / MDB / DC / PC do B / PSD / PT / PHS";"1";"Eleito";"59933";"0";"999441";"6";"22/11/2018 14:23:24"
"SE";"Deputado Federal";"2233";"JOÃO BOSCO DA COSTA";"BOSCO COSTA";"PR";"PRB / PPS / PSC / PR / PTC / PSDB / SOLIDARIEDADE";"1";"Eleito";"47788";"0";"999441";"4,78";"22/11/2018 14:23:24"
"SE";"Deputado Federal";"2090";"JOSÉ VALDEVAN DE JESUS SANTOS";"VALDEVAN NOVENTA";"PSC";"PRB / PPS / PSC / PR / PTC / PSDB / SOLIDARIEDADE";"1";"Eleito";"45472";"0";"999441";"4,55";"22/11/2018 14:23:24"
"SE";"Deputado Federal";"1212";"FABIO HENRIQUE SANTANA DE CARVALHO";"FÁBIO HENRIQUE";"PDT";"PSB / PDT / PPL / PTB / PROS / PRP";"1";"Eleito";"35226";"0";"999441";"3,52";"22/11/2018 14:23:24"
"SP";"Deputado Federal";"1720";"EDUARDO NANTES BOLSONARO";"EDUARDO BOLSONARO";"PSL";"PSL";"1";"Eleito";"1843735";"0";"21130924";"8,73";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1771";"JOICE CRISTINA HASSELMANN";"JOICE HASSELMANN";"PSL";"PSL";"1";"Eleito";"1078666";"0";"21130924";"5,1";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1000";"CELSO UBIRAJARA RUSSOMANNO";"CELSO RUSSOMANNO";"PRB";"PRB";"1";"Eleito";"521728";"0";"21130924";"2,47";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"2555";"KIM PATROCA KATAGUIRI";"KIM KATAGUIRI";"DEM";"PSDB / PSD / DEM / PP";"1";"Eleito";"465310";"0";"21130924";"2,2";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"2222";"FRANCISCO EVERARDO OLIVEIRA SILVA";"TIRIRICA";"PR";"PR";"1";"Eleito";"453855";"0";"21130924";"2,15";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1200";"TABATA CLAUDIA AMARAL DE PONTES";"TABATA AMARAL";"PDT";"PDT";"1";"Eleito";"264450";"0";"21130924";"1,25";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"2240";"KATIA DA SILVA SASTRE";"POLICIAL KATIA SASTRE";"PR";"PR";"1";"Eleito";"264013";"0";"21130924";"1,25";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"5000";"SAMIA DE SOUZA BOMFIM";"SÂMIA BOMFIM";"PSOL";"PSOL / PCB";"1";"Eleito";"249887";"0";"21130924";"1,18";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"2200";"JOSÉ AUGUSTO ROSA";"CAPITÃO AUGUSTO";"PR";"PR";"1";"Eleito";"242327";"0";"21130924";"1,15";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1920";"MARCO ANTONIO FELICIANO";"PASTOR MARCO FELICIANO";"PODE";"PMB / PHS / PODE";"1";"Eleito";"239784";"0";"21130924";"1,13";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1515";"LUIZ FELIPE BALEIA TENUTO ROSSI";"BALEIA ROSSI";"MDB";"MDB";"1";"Eleito";"214042";"0";"21130924";"1,01";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"3030";"VINICIUS LAZZER POIT";"VINICIUS POIT";"NOVO";"NOVO";"1";"Eleito";"207118";"0";"21130924";",98";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"5021";"LUIZA ERUNDINA DE SOUSA";"LUIZA ERUNDINA";"PSOL";"PSOL / PCB";"1";"Eleito";"176883";"0";"21130924";",84";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1919";"RENATA HELLMEISTER DE ABREU";"RENATA ABREU";"PODE";"PMB / PHS / PODE";"1";"Eleito";"161239";"0";"21130924";",76";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1313";"RUI GOETHE DA COSTA FALCÃO";"RUI FALCÃO";"PT";"PT / PC do B";"1";"Eleito";"158389";"0";"21130924";",75";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1777";"ALEXANDRE FROTA DE ANDRADE";"ALEXANDRE FROTA";"PSL";"PSL";"1";"Eleito";"155522";"0";"21130924";",74";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"5050";"IVAN VALENTE";"IVAN VALENTE";"PSOL";"PSOL / PCB";"1";"Eleito";"155334";"0";"21130924";",74";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1010";"MARCOS ANTONIO PEREIRA";"MARCOS PEREIRA";"PRB";"PRB";"1";"Eleito";"139165";"0";"21130924";",66";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1370";"CARLOS ALBERTO ROLIM ZARATTINI";"CARLOS ZARATTINI";"PT";"PT / PC do B";"1";"Eleito";"137909";"0";"21130924";",65";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"5500";"MARCO AURELIO BERTAIOLLI";"MARCO BERTAIOLLI";"PSD";"PSDB / PSD / DEM / PP";"1";"Eleito";"137628";"0";"21130924";",65";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"2299";"MARCIO LUIZ ALVINO DE SOUZA";"MARCIO ALVINO";"PR";"PR";"1";"Eleito";"135844";"0";"21130924";",64";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1100";"GUILHERME MUSSI FERREIRA";"GUILHERME MUSSI";"PP";"PSDB / PSD / DEM / PP";"1";"Eleito";"134301";"0";"21130924";",64";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"2345";"ARNALDO CALIL PEREIRA JARDIM";"ARNALDO JARDIM";"PPS";"PSB / PSC / PPS / PTB";"1";"Eleito";"132363";"0";"21130924";",63";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"2343";"ALEX SPINELLI MANENTE";"ALEX MANENTE";"PPS";"PSB / PSC / PPS / PTB";"1";"Eleito";"127366";"0";"21130924";",6";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"4585";"BRUNA DIAS FURLAN";"BRUNA FURLAN";"PSDB";"PSDB / PSD / DEM / PP";"1";"Eleito";"126847";"0";"21130924";",6";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"4500";"CARLOS HENRIQUE FOCESI SAMPAIO";"CARLOS SAMPAIO";"PSDB";"PSDB / PSD / DEM / PP";"1";"Eleito";"125666";"0";"21130924";",59";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1353";"NILTO IGNACIO TATTO";"NILTO TATTO";"PT";"PT / PC do B";"1";"Eleito";"124281";"0";"21130924";",59";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1111";"RICARDO IZAR JUNIOR";"RICARDO IZAR";"PP";"PSDB / PSD / DEM / PP";"1";"Eleito";"121869";"0";"21130924";",58";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"4510";"VITOR LIPPI";"VITOR LIPPI";"PSDB";"PSDB / PSD / DEM / PP";"1";"Eleito";"120529";"0";"21130924";",57";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1190";"GUILHERME MURARO DERRITE";"TENENTE DERRITE";"PP";"PSDB / PSD / DEM / PP";"1";"Eleito";"119034";"0";"21130924";",56";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"5577";"ANTONIO CEZAR CORREIA FREIRE";"CEZINHA DE MADUREIRA";"PSD";"PSDB / PSD / DEM / PP";"1";"Eleito";"119024";"0";"21130924";",56";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1123";"FAUSTO RUY PINATO";"FAUSTO PINATO";"PP";"PSDB / PSD / DEM / PP";"1";"Eleito";"118684";"0";"21130924";",56";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1702";"LUIZ PHILIPPE DE ORLEANS BRAGANÇA";"LUIZ PHILIPPE O. BRAGANÇA";"PSL";"PSL";"1";"Eleito";"118457";"0";"21130924";",56";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"2525";"ALEXANDRE LEITE DA SILVA";"ALEXANDRE LEITE";"DEM";"PSDB / PSD / DEM / PP";"1";"Eleito";"116416";"0";"21130924";",55";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"2233";"PAULO ROBERTO FREIRE DA COSTA";"PAULO FREIRE COSTA";"PR";"PR";"1";"Eleito";"109461";"0";"21130924";",52";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"4336";"ENRICO VAN BLARCUM DE GRAAFF MISASI";"ENRICO MISASI";"PV";"PV";"1";"Eleito";"108038";"0";"21130924";",51";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"4077";"ROSANA DE OLIVEIRA VALLE";"ROSANA VALLE";"PSB";"PSB / PSC / PPS / PTB";"1";"Eleito";"106100";"0";"21130924";",5";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"4580";"SAMUEL MOREIRA DA SILVA JÚNIOR";"SAMUEL MOREIRA";"PSDB";"PSDB / PSD / DEM / PP";"1";"Eleito";"103215";"0";"21130924";",49";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"4551";"VANDERLEI MACRIS";"VANDERLEI MACRIS";"PSDB";"PSDB / PSD / DEM / PP";"1";"Eleito";"102708";"0";"21130924";",49";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"4015";"RODRIGO ANTONIO DE AGOSTINHO MENDONÇA";"RODRIGO AGOSTINHO";"PSB";"PSB / PSC / PPS / PTB";"1";"Eleito";"100179";"0";"21130924";",47";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"4044";"JEFFERSON ALVES DE CAMPOS";"JEFFERSON CAMPOS";"PSB";"PSB / PSC / PPS / PTB";"1";"Eleito";"99974";"0";"21130924";",47";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"2533";"DAVID BEZERRA RIBEIRO SOARES";"DAVID SOARES";"DEM";"PSDB / PSD / DEM / PP";"1";"Eleito";"99865";"0";"21130924";",47";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1700";"MARCIO TADEU ANHAIA DE LEMOS";"CORONEL TADEU";"PSL";"PSL";"1";"Eleito";"98373";"0";"21130924";",47";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1085";"VINICIUS RAPOZO DE CARVALHO";"VINICIUS CARVALHO";"PRB";"PRB";"1";"Eleito";"97862";"0";"21130924";",46";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"4515";"EDUARDO PEDROSA CURY";"EDUARDO CURY";"PSDB";"PSDB / PSD / DEM / PP";"1";"Eleito";"94282";"0";"21130924";",45";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"2277";"MIGUEL LOMBARDI";"MIGUEL LOMBARDI";"PR";"PR";"1";"Eleito";"93093";"0";"21130924";",44";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"2577";"ADRIANO ELI CORRÊA";"ELI CORRÊA FILHO";"DEM";"PSDB / PSD / DEM / PP";"1";"Eleito";"92257";"0";"21130924";",44";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"2020";"GILBERTO NASCIMENTO SILVA";"GILBERTO NASCIMENTO";"PSC";"PSB / PSC / PPS / PTB";"1";"Eleito";"91797";"0";"21130924";",43";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"2550";"EUGENIO JOSÉ ZULIANI";"GENINHO ZULIANI";"DEM";"PSDB / PSD / DEM / PP";"1";"Eleito";"89378";"0";"21130924";",42";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1354";"ALEXANDRE ROCHA SANTOS PADILHA";"ALEXANDRE PADILHA";"PT";"PT / PC do B";"1";"Eleito";"87576";"0";"21130924";",41";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1322";"ARLINDO CHIGNALIA JUNIOR";"ARLINDO CHINAGLIA";"PT";"PT / PC do B";"1";"Eleito";"87449";"0";"21130924";",41";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"4001";"LUIZ FLAVIO GOMES";"PROFESSOR LUIZ FLAVIO GOMES";"PSB";"PSB / PSC / PPS / PTB";"1";"Eleito";"86433";"0";"21130924";",41";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1078";"BENEDITO ROBERTO ALVES FERREIRA";"ROBERTO ALVES";"PRB";"PRB";"1";"Eleito";"82097";"0";"21130924";",39";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1770";"NICOLINO BOZZELLA JUNIOR";"JUNIOR BOZZELLA";"PSL";"PSL";"1";"Eleito";"78712";"0";"21130924";",37";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1398";"LUIZ PAULO TEIXEIRA FERREIRA";"PAULO TEIXEIRA";"PT";"PT / PC do B";"1";"Eleito";"78512";"0";"21130924";",37";"21/03/2019 15:24:10"
