"UF";"Cargo";"Número do candidato";"Nome do candidato";"Nome do candidato (urna)";"Partido";"Coligação";"Turno";"Situação de totalização";"Votos nominais do candidato";"Voto em trânsito";"Votos válidos por abrangência";"% votos válidos";"Data última totalização"
"MA";"Deputado Federal";"6513";"MÁRCIO JERRY SARAIVA BARROSO";"MÁRCIO JERRY";"PC do B";"PC do B / PRB / PPS / SOLIDARIEDADE / PROS / PTC / PTB / PSB / DEM / AVANTE / PPL";"1";"Eleito";"134223";"0";"3270678";"4,1";"13/12/2018 17:30:03"
"MA";"Deputado Federal";"2200";"JOSE LOURENÇO BONFIM JUNIOR";"JUNIOR LOURENÇO";"PR";"PDT / PP / PR / PATRI";"1";"Eleito";"117033";"0";"3270678";"3,58";"13/12/2018 17:30:03"
"MA";"Deputado Federal";"6565";"RUBENS PEREIRA E SILVA JUNIOR";"RUBENS JUNIOR";"PC do B";"PC do B / PRB / PPS / SOLIDARIEDADE / PROS / PTC / PTB / PSB / DEM / AVANTE / PPL";"1";"Eleito";"111584";"0";"3270678";"3,41";"13/12/2018 17:30:03"
"MA";"Deputado Federal";"1414";"PEDRO LUCAS ANDRADE FERNANDES RIBEIRO";"PEDRO LUCAS FERNANDES";"PTB";"PC do B / PRB / PPS / SOLIDARIEDADE / PROS / PTC / PTB / PSB / DEM / AVANTE / PPL";"1";"Eleito";"111538";"0";"3270678";"3,41";"13/12/2018 17:30:03"
"MA";"Deputado Federal";"5533";"EDILAZIO GOMES DA SILVA JUNIOR";"EDILAZIO";"PSD";"MDB / PV / PSD / PSC / PMB / PRP";"1";"Eleito";"106578";"0";"3270678";"3,26";"13/12/2018 17:30:03"
"MA";"Deputado Federal";"1919";"ALUISIO GUIMARÃES MENDES FILHO";"ALUISIO MENDES";"PODE";"PSDB / REDE / PODE / DC";"1";"Eleito";"105778";"0";"3270678";"3,23";"13/12/2018 17:30:03"
"MA";"Deputado Federal";"1111";"ANDRE LUIZ CARVALHO RIBEIRO";"ANDRE FUFUCA";"PP";"PDT / PP / PR / PATRI";"1";"Eleito";"105606";"0";"3270678";"3,23";"13/12/2018 17:30:03"
"MA";"Deputado Federal";"1010";"CLEBER VERDE CORDEIRO MENDES";"CLEBER VERDE";"PRB";"PC do B / PRB / PPS / SOLIDARIEDADE / PROS / PTC / PTB / PSB / DEM / AVANTE / PPL";"1";"Eleito";"101806";"0";"3270678";"3,11";"13/12/2018 17:30:03"
"MA";"Deputado Federal";"4000";"UBIRAJARA DO PINDARÉ ALMEIDA SOUSA";"BIRA DO PINDARÉ";"PSB";"PC do B / PRB / PPS / SOLIDARIEDADE / PROS / PTC / PTB / PSB / DEM / AVANTE / PPL";"1";"Eleito";"99598";"0";"3270678";"3,05";"13/12/2018 17:30:03"
"MA";"Deputado Federal";"2510";"JOSÉ JUSCELINO DOS SANTOS REZENDE FILHO";"JUSCELINO FILHO";"DEM";"PC do B / PRB / PPS / SOLIDARIEDADE / PROS / PTC / PTB / PSB / DEM / AVANTE / PPL";"1";"Eleito";"97075";"0";"3270678";"2,97";"13/12/2018 17:30:03"
"MA";"Deputado Federal";"5122";"ANTONIO DA CRUZ FILGUEIRA NETO";"JUNIOR MARRECA FILHO";"PATRI";"PDT / PP / PR / PATRI";"1";"Eleito";"79674";"0";"3270678";"2,44";"13/12/2018 17:30:03"
"MA";"Deputado Federal";"1513";"HILDO AUGUSTO DA ROCHA NETO";"HILDO ROCHA";"MDB";"MDB / PV / PSD / PSC / PMB / PRP";"1";"Eleito";"77661";"0";"3270678";"2,37";"13/12/2018 17:30:03"
"MA";"Deputado Federal";"1313";"JOSE CARLOS NUNES JUNIOR";"ZE CARLOS";"PT";"PT";"1";"Eleito";"76893";"0";"3270678";"2,35";"13/12/2018 17:30:03"
"MA";"Deputado Federal";"1234";"GILLIANO FRED NASCIMENTO CUTRIM";"GIL CUTRIM";"PDT";"PDT / PP / PR / PATRI";"1";"Eleito";"72038";"0";"3270678";"2,2";"13/12/2018 17:30:03"
"MA";"Deputado Federal";"1555";"JOÃO MARCELO SANTOS SOUZA";"JOÃO MARCELO";"MDB";"MDB / PV / PSD / PSC / PMB / PRP";"1";"Eleito";"67352";"0";"3270678";"2,06";"13/12/2018 17:30:03"
"MA";"Deputado Federal";"3344";"GILDENEMIR DE LIMA SOUSA";"PASTOR GILDENEMYR";"PMN";"PMN / PHS";"1";"Eleito";"47757";"0";"3270678";"1,46";"13/12/2018 17:30:03"
"MG";"Deputado Federal";"1717";"MARCELO HENRIQUE TEIXEIRA DIAS";"MARCELO ALVARO ANTONIO";"PSL";"PSL";"1";"Eleito";"230008";"0";"10087536";"2,28";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1312";"REGINALDO LAZARO DE OLIVEIRA LOPES";"REGINALDO LOPES";"PT";"PT / PR / PSB / DC / PC do B";"1";"Eleito";"194332";"0";"10087536";"1,93";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"7040";"ANDRE LUIS GASPAR JANONES";"ANDRE JANONES";"AVANTE";"AVANTE";"1";"Eleito";"178660";"0";"10087536";"1,77";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1378";"PAULO JOSÉ CARLOS GUEDES";"PAULO GUEDES";"PT";"PT / PR / PSB / DC / PC do B";"1";"Eleito";"176841";"0";"10087536";"1,75";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"5018";"ÁUREA CAROLINA DE FREITAS E SILVA";"AUREA CAROLINA";"PSOL";"PSOL / PCB";"1";"Eleito";"162740";"0";"10087536";"1,61";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1010";"GILBERTO APARECIDO ABRAMO";"GILBERTO ABRAMO";"PRB";"PDT / PV / PRB / MDB";"1";"Eleito";"162092";"0";"10087536";"1,61";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1720";"GERALDO JUNIO DO AMARAL";"CABO JUNIO AMARAL";"PSL";"PSL";"1";"Eleito";"158541";"0";"10087536";"1,57";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"9033";"EROS FERREIRA BIONDINI";"EROS BIONDINI";"PROS";"PROS";"1";"Eleito";"157394";"0";"10087536";"1,56";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1313";"ROGERIO CORREIA DE MOURA BAPTISTA";"ROGÉRIO CORREIA";"PT";"PT / PR / PSB / DC / PC do B";"1";"Eleito";"131312";"0";"10087536";"1,3";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1315";"JOÃO CARLOS SIQUEIRA";"PADRE JOÃO";"PT";"PT / PR / PSB / DC / PC do B";"1";"Eleito";"131228";"0";"10087536";"1,3";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"4550";"RODRIGO BATISTA DE CASTRO";"RODRIGO DE CASTRO";"PSDB";"PSDB / PSD / SOLIDARIEDADE / PPS / DEM / PP";"1";"Eleito";"131120";"0";"10087536";"1,3";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"9090";"WELITON FERNANDES PRADO";"WELITON PRADO";"PROS";"PROS";"1";"Eleito";"129199";"0";"10087536";"1,28";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"5505";"MISAEL ARTUR FERREIRA VARELLA";"MISAEL VARELLA";"PSD";"PSDB / PSD / SOLIDARIEDADE / PPS / DEM / PP";"1";"Eleito";"128537";"0";"10087536";"1,27";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1515";"HERCÍLIO ARAÚJO DINIZ FILHO";"HERCÍLIO COELHO DINIZ";"MDB";"PDT / PV / PRB / MDB";"1";"Eleito";"120489";"0";"10087536";"1,19";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"5544";"STEFANO AGUIAR DOS SANTOS";"STEFANO AGUIAR";"PSD";"PSDB / PSD / SOLIDARIEDADE / PPS / DEM / PP";"1";"Eleito";"115795";"0";"10087536";"1,15";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1333";"PATRUS ANANIAS DE SOUZA";"PATRUS ANANIAS";"PT";"PT / PR / PSB / DC / PC do B";"1";"Eleito";"112724";"0";"10087536";"1,12";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"7777";"JOSÉ SILVA SOARES";"ZÉ SILVA";"SOLIDARIEDADE";"PSDB / PSD / SOLIDARIEDADE / PPS / DEM / PP";"1";"Eleito";"109335";"0";"10087536";"1,08";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"3133";"MARCELO GUILHERME DE ARO FERREIRA";"MARCELO ARO";"PHS";"PHS / PRP";"1";"Eleito";"107219";"0";"10087536";"1,06";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"4500";"AÉCIO NEVES DA CUNHA";"AÉCIO NEVES";"PSDB";"PSDB / PSD / SOLIDARIEDADE / PPS / DEM / PP";"1";"Eleito";"106702";"0";"10087536";"1,06";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"4535";"EDUARDO LUIZ BARROS BARBOSA";"EDUARDO BARBOSA";"PSDB";"PSDB / PSD / SOLIDARIEDADE / PPS / DEM / PP";"1";"Eleito";"105969";"0";"10087536";"1,05";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"5555";"DIEGO LEONARDO DE ANDRADE CARVALHO";"DIEGO ANDRADE";"PSD";"PSDB / PSD / SOLIDARIEDADE / PPS / DEM / PP";"1";"Eleito";"105803";"0";"10087536";"1,05";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"2233";"LINCOLN DINIZ PORTELA";"LINCOLN PORTELA";"PR";"PT / PR / PSB / DC / PC do B";"1";"Eleito";"105731";"0";"10087536";"1,05";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"4055";"EMIDIO ALVES MADEIRA JUNIOR";"EMIDINHO MADEIRA";"PSB";"PT / PR / PSB / DC / PC do B";"1";"Eleito";"103533";"0";"10087536";"1,03";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1080";"LAFAYETTE LUIZ DOORGAL DE ANDRADA";"LAFAYETTE ANDRADA";"PRB";"PDT / PV / PRB / MDB";"1";"Eleito";"103090";"0";"10087536";"1,02";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1122";"ANTÔNIO PINHEIRO NETO";"PINHEIRINHO";"PP";"PSDB / PSD / SOLIDARIEDADE / PPS / DEM / PP";"1";"Eleito";"98404";"0";"10087536";",98";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1231";"LUIZ GONZAGA RIBEIRO";"SUBTENENTE GONZAGA";"PDT";"PDT / PV / PRB / MDB";"1";"Eleito";"93932";"0";"10087536";",93";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1314";"MARIA MARGARIDA MARTINS SALOMÃO";"MARGARIDA SALOMÃO";"PT";"PT / PR / PSB / DC / PC do B";"1";"Eleito";"89378";"0";"10087536";",89";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1234";"MÁRIO LÚCIO HERINGER";"DR. MÁRIO HERINGER";"PDT";"PDT / PV / PRB / MDB";"1";"Eleito";"89046";"0";"10087536";",88";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1307";"ODAIR JOSÉ DA CUNHA";"ODAIR CUNHA";"PT";"PT / PR / PSB / DC / PC do B";"1";"Eleito";"87891";"0";"10087536";",87";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"2545";"OLAVO BILAC PINTO NETO";"BILAC PINTO";"DEM";"PSDB / PSD / SOLIDARIEDADE / PPS / DEM / PP";"1";"Eleito";"87683";"0";"10087536";",87";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"5133";"FREDERICO BORGES DA COSTA";"FRED COSTA";"PATRI";"PATRI / PTC / PMB";"1";"Eleito";"87446";"0";"10087536";",87";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"4560";"DOMINGOS SÁVIO CAMPOS RESENDE";"DOMINGOS SÁVIO";"PSDB";"PSDB / PSD / SOLIDARIEDADE / PPS / DEM / PP";"1";"Eleito";"80990";"0";"10087536";",8";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"4545";"PAULO ABI-ACKEL";"PAULO ABI ACKEL";"PSDB";"PSDB / PSD / SOLIDARIEDADE / PPS / DEM / PP";"1";"Eleito";"79797";"0";"10087536";",79";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1111";"DIMAS FABIANO TOLEDO JUNIOR";"DIMAS FABIANO";"PP";"PSDB / PSD / SOLIDARIEDADE / PPS / DEM / PP";"1";"Eleito";"74223";"0";"10087536";",74";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"3031";"TIAGO LIMA MITRAUD DE CASTRO LEITE";"TIAGO MITRAUD";"NOVO";"NOVO";"1";"Eleito";"71901";"0";"10087536";",71";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"4057";"VILSON LUIZ DA SILVA";"VILSON DA FETAEMG";"PSB";"PT / PR / PSB / DC / PC do B";"1";"Eleito";"70481";"0";"10087536";",7";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1510";"NEWTON CARDOSO JÚNIOR";"NEWTON CARDOSO JR";"MDB";"PDT / PV / PRB / MDB";"1";"Eleito";"69900";"0";"10087536";",69";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1363";"JOSÉ LEONARDO COSTA MONTEIRO";"LEONARDO MONTEIRO";"PT";"PT / PR / PSB / DC / PC do B";"1";"Eleito";"68686";"0";"10087536";",68";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"2015";"EUCLYDES MARCOS PETTERSEN NETO";"EUCLYDES PETTERSEN ";"PSC";"PSC / PTB / PMN";"1";"Eleito";"65316";"0";"10087536";",65";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"3022";"LUCAS DE VASCONCELOS GONZALEZ";"LUCAS GONZALEZ";"NOVO";"NOVO";"1";"Eleito";"64022";"0";"10087536";",63";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1513";"FÁBIO AUGUSTO RAMALHO DOS SANTOS";"FABIO RAMALHO";"MDB";"PDT / PV / PRB / MDB";"1";"Eleito";"63149";"0";"10087536";",63";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"5152";"FREDERICO DE CASTRO ESCALEIRA";"DOUTOR FREDERICO";"PATRI";"PATRI / PTC / PMB";"1";"Eleito";"60950";"0";"10087536";",6";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1999";"IGOR TARCIANO TIMO";"IGOR TIMO";"PODE";"PODE";"1";"Eleito";"60509";"0";"10087536";",6";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"4050";"JULIO CESAR DELGADO";"JULIO DELGADO";"PSB";"PT / PR / PSB / DC / PC do B";"1";"Eleito";"58413";"0";"10087536";",58";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1511";"MAURO RIBEIRO LOPES";"MAURO LOPES";"MDB";"PDT / PV / PRB / MDB";"1";"Eleito";"58243";"0";"10087536";",58";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1777";"MARCELO EDUARDO FREITAS";"DELEGADO MARCELO FREITAS";"PSL";"PSL";"1";"Eleito";"58176";"0";"10087536";",58";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"3132";"FRANCO CARTAFINA GOMES";"FRANCO CARTAFINA";"PHS";"PHS / PRP";"1";"Eleito";"53390";"0";"10087536";",53";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1745";"CHARLLES THOMACELLI EVANGELISTA";"CHARLLES EVANGELISTA";"PSL";"PSL";"1";"Eleito";"51626";"0";"10087536";",51";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1707";"ELIEL MÁRCIO DO CARMO";"LÉO MOTTA";"PSL";"PSL";"1";"Eleito";"51073";"0";"10087536";",51";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"7070";"LUIS HENRIQUE DE OLIVEIRA RESENDE";"LUIS TIBE";"AVANTE";"AVANTE";"1";"Eleito";"50474";"0";"10087536";",5";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"1704";"ALESSANDRA DA SILVA";"ALÊ SILVA";"PSL";"PSL";"1";"Eleito";"48043";"0";"10087536";",48";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"7011";"GREYCE DE QUEIROZ ELIAS";"GREYCE ELIAS";"AVANTE";"AVANTE";"1";"Eleito";"37620";"0";"10087536";",37";"17/06/2019 14:24:58"
"MG";"Deputado Federal";"3333";"JOSE VITOR DE RESENDE AGUIAR";"ZÉ VITOR";"PMN";"PSC / PTB / PMN";"1";"Eleito";"32833";"0";"10087536";",33";"17/06/2019 14:24:58"
"MS";"Deputado Federal";"4555";"ROSIANE MODESTO DE OLIVEIRA";"ROSE MODESTO";"PSDB";"PSDB / PATRI / PSD / PMB / DEM / PP";"1";"Eleito";"120901";"0";"1240027";"9,75";"07/10/2018 19:48:45"
"MS";"Deputado Federal";"5555";"FABIO RICARDO TRAD";"FABIO TRAD";"PSD";"PSDB / PATRI / PSD / PMB / DEM / PP";"1";"Eleito";"89385";"0";"1240027";"7,21";"07/10/2018 19:48:45"
"MS";"Deputado Federal";"4545";"HUMBERTO REZENDE PEREIRA";"BETO PEREIRA";"PSDB";"PSDB / PATRI / PSD / PMB / DEM / PP";"1";"Eleito";"80500";"0";"1240027";"6,49";"07/10/2018 19:48:45"
"MS";"Deputado Federal";"2525";"TEREZA CRISTINA CORREA DA COSTA DIAS";"TEREZA CRISTINA";"DEM";"PSDB / PATRI / PSD / PMB / DEM / PP";"1";"Eleito";"75068";"0";"1240027";"6,05";"07/10/2018 19:48:45"
"MS";"Deputado Federal";"1733";"LOESTER CARLOS GOMES DE SOUZA";"TIO TRUTIS";"PSL";"PPS / PROS / SOLIDARIEDADE / PSB / PTB / AVANTE / PSL / PMN";"1";"Eleito";"56339";"0";"1240027";"4,54";"07/10/2018 19:48:45"
"MS";"Deputado Federal";"1331";"VANDER LUIZ DOS SANTOS LOUBET";"VANDER LOUBET";"PT";"PT";"1";"Eleito";"55970";"0";"1240027";"4,51";"07/10/2018 19:48:45"
"MS";"Deputado Federal";"1707";"LUIZ ALBERTO OVANDO";"DR. LUIZ OVANDO";"PSL";"PPS / PROS / SOLIDARIEDADE / PSB / PTB / AVANTE / PSL / PMN";"1";"Eleito";"50376";"0";"1240027";"4,06";"07/10/2018 19:48:45"
"MS";"Deputado Federal";"1234";"DAGOBERTO NOGUEIRA FILHO";"DAGOBERTO";"PDT";"PDT / PRB / PODE";"1";"Eleito";"40233";"0";"1240027";"3,24";"07/10/2018 19:48:45"
"MT";"Deputado Federal";"1700";"NELSON NED PREVIDENTE";"NELSON BARBUDO";"PSL";"PSL / PATRI / PRP";"1";"Eleito";"126249";"0";"1481262";"8,52";"11/10/2019 08:41:06"
"MT";"Deputado Federal";"1900";"JOSE ANTONIO DOS SANTOS MEDEIROS";"JOSE MEDEIROS";"PODE";"PRB / PP / PTB / PT / PMN / PODE / PROS / PR";"1";"Eleito";"82528";"0";"1481262";"5,57";"11/10/2019 08:41:06"
"MT";"Deputado Federal";"1414";"EMANUEL PINHEIRO DA SILVA PRIMO";"EMANUELZINHO";"PTB";"PRB / PP / PTB / PT / PMN / PODE / PROS / PR";"1";"Eleito";"76781";"0";"1481262";"5,18";"11/10/2019 08:41:06"
"MT";"Deputado Federal";"1122";"NERI GELLER";"NERI GELLER";"PP";"PRB / PP / PTB / PT / PMN / PODE / PROS / PR";"1";"Eleito";"73072";"0";"1481262";"4,93";"11/10/2019 08:41:06"
"MT";"Deputado Federal";"1515";"CARLOS GOMES BEZERRA";"CARLOS BEZERRA";"MDB";"DEM / PDT / PSD / MDB / PMB";"1";"Eleito";"59155";"0";"1481262";"3,99";"11/10/2019 08:41:06"
"MT";"Deputado Federal";"7700";"LEONARDO RIBEIRO ALBUQUERQUE";"DR LEONARDO";"SOLIDARIEDADE";"PSDB / PPS / PSB / SOLIDARIEDADE";"1";"Eleito";"52335";"0";"1481262";"3,53";"11/10/2019 08:41:06"
"MT";"Deputado Federal";"1313";"ROSA NEIDE SANDES DE ALMEIDA";"PROFESSORA ROSA NEIDE";"PT";"PRB / PP / PTB / PT / PMN / PODE / PROS / PR";"1";"Eleito";"51015";"0";"1481262";"3,44";"11/10/2019 08:41:06"
"MT";"Deputado Federal";"1520";"JUAREZ ALVES DA COSTA";"JUAREZ COSTA";"MDB";"DEM / PDT / PSD / MDB / PMB";"1";"Eleito";"49912";"0";"1481262";"3,37";"11/10/2019 08:41:06"
"PA";"Deputado Federal";"5050";"EDMILSON BRITO RODRIGUES";"EDMILSON RODRIGUES";"PSOL";"PSOL / PPL / PCB";"1";"Eleito";"184042";"0";"3956457";"4,65";"07/12/2018 12:11:45"
"PA";"Deputado Federal";"2222";"CRISTIANO DUTRA VALE";"CRISTIANO VALE";"PR";"MDB / PSD / PR / PP / PTB / PSC / PSL / PRB / PMB / PHS / PODE";"1";"Eleito";"176812";"0";"3956457";"4,47";"07/12/2018 12:11:45"
"PA";"Deputado Federal";"1515";"ELCIONE THEREZINHA ZAHLUTH BARBALHO";"ELCIONE";"MDB";"MDB / PSD / PR / PP / PTB / PSC / PSL / PRB / PMB / PHS / PODE";"1";"Eleito";"165202";"0";"3956457";"4,18";"07/12/2018 12:11:45"
"PA";"Deputado Federal";"1010";"WAGNER BACH MARTINS";"VAVÁ MARTINS";"PRB";"MDB / PSD / PR / PP / PTB / PSC / PSL / PRB / PMB / PHS / PODE";"1";"Eleito";"158717";"0";"3956457";"4,01";"07/12/2018 12:11:45"
"PA";"Deputado Federal";"1555";"JOSÉ BENITO PRIANTE JUNIOR";"PRIANTE";"MDB";"MDB / PSD / PR / PP / PTB / PSC / PSL / PRB / PMB / PHS / PODE";"1";"Eleito";"154647";"0";"3956457";"3,91";"07/12/2018 12:11:45"
"PA";"Deputado Federal";"4590";"NILSON PINTO DE OLIVEIRA";"NILSON PINTO";"PSDB";"PSDB / DEM / PSB / PDT / SOLIDARIEDADE / PPS / PMN";"1";"Eleito";"148972";"0";"3956457";"3,77";"07/12/2018 12:11:45"
"PA";"Deputado Federal";"5588";"JOÃO FERRARI JUNIOR";"JÚNIOR FERRARI";"PSD";"MDB / PSD / PR / PP / PTB / PSC / PSL / PRB / PMB / PHS / PODE";"1";"Eleito";"146678";"0";"3956457";"3,71";"07/12/2018 12:11:45"
"PA";"Deputado Federal";"4567";"CELSO SABINO DE OLIVEIRA";"CELSO SABINO";"PSDB";"PSDB / DEM / PSB / PDT / SOLIDARIEDADE / PPS / PMN";"1";"Eleito";"146288";"0";"3956457";"3,7";"07/12/2018 12:11:45"
"PA";"Deputado Federal";"5500";"ÉDER MAURO CARDOSO BARRA";"DELEGADO ÉDER MAURO";"PSD";"MDB / PSD / PR / PP / PTB / PSC / PSL / PRB / PMB / PHS / PODE";"1";"Eleito";"145653";"0";"3956457";"3,68";"07/12/2018 12:11:45"
"PA";"Deputado Federal";"1313";"JOSE ROBERTO OLIVEIRA FARO";"BETO FARO";"PT";"PT / PC do B";"1";"Eleito";"143822";"0";"3956457";"3,64";"07/12/2018 12:11:45"
"PA";"Deputado Federal";"2500";"OLIVAL HENRIQUE MARQUES DE SOUZA";"OLIVAL MARQUES";"DEM";"PSDB / DEM / PSB / PDT / SOLIDARIEDADE / PPS / PMN";"1";"Eleito";"135398";"0";"3956457";"3,42";"07/12/2018 12:11:45"
"PA";"Deputado Federal";"4011";"CÁSSIO COELHO ANDRADE";"CÁSSIO ANDRADE";"PSB";"PSDB / DEM / PSB / PDT / SOLIDARIEDADE / PPS / PMN";"1";"Eleito";"130768";"0";"3956457";"3,31";"07/12/2018 12:11:45"
"PA";"Deputado Federal";"1321";"AIRTON LUIZ FALEIRO";"AIRTON FALEIRO";"PT";"PT / PC do B";"1";"Eleito";"106965";"0";"3956457";"2,7";"07/12/2018 12:11:45"
"PA";"Deputado Federal";"2525";"HÉLIO LEITE DA SILVA";"HÉLIO LEITE";"DEM";"PSDB / DEM / PSB / PDT / SOLIDARIEDADE / PPS / PMN";"1";"Eleito";"102554";"0";"3956457";"2,59";"07/12/2018 12:11:45"
"PA";"Deputado Federal";"1456";"PAULO EDUARDO MAESTRI BENGTSON";"PAULO BENGTSON";"PTB";"MDB / PSD / PR / PP / PTB / PSC / PSL / PRB / PMB / PHS / PODE";"1";"Eleito";"96722";"0";"3956457";"2,44";"07/12/2018 12:11:45"
"PA";"Deputado Federal";"5555";"JOAQUIM PASSARINHO PINTO DE SOUZA PORTO";"JOAQUIM PASSARINHO";"PSD";"MDB / PSD / PR / PP / PTB / PSC / PSL / PRB / PMB / PHS / PODE";"1";"Eleito";"95582";"0";"3956457";"2,42";"07/12/2018 12:11:45"
"PA";"Deputado Federal";"1444";"JOSE EDUARDO PEREIRA DA COSTA";"EDUARDO COSTA";"PTB";"MDB / PSD / PR / PP / PTB / PSC / PSL / PRB / PMB / PHS / PODE";"1";"Eleito";"75346";"0";"3956457";"1,9";"07/12/2018 12:11:45"
"PB";"Deputado Federal";"4040";"GERVÁSIO AGRIPINO MAIA";"GERVÁSIO MAIA";"PSB";"PSB / PTB / PRB / PT / DEM / PDT / PC do B / PODE";"1";"Eleito";"146860";"0";"1989377";"7,38";"10/12/2018 14:13:12"
"PB";"Deputado Federal";"1111";"AGUINALDO VELLOSO BORGES RIBEIRO";"AGUINALDO RIBEIRO";"PP";"PP / PTC / PHS / PPL";"1";"Eleito";"120220";"0";"1989377";"6,04";"10/12/2018 14:13:12"
"PB";"Deputado Federal";"2222";"JOSÉ WELLINGTON ROBERTO";"WELLINGTON ROBERTO";"PR";"MDB / PR / PATRI";"1";"Eleito";"107465";"0";"1989377";"5,4";"10/12/2018 14:13:12"
"PB";"Deputado Federal";"1212";"DAMIÃO FELICIANO DA SILVA";"DR DAMIÃO";"PDT";"PSB / PTB / PRB / PT / DEM / PDT / PC do B / PODE";"1";"Eleito";"100876";"0";"1989377";"5,07";"10/12/2018 14:13:12"
"PB";"Deputado Federal";"1011";"HUGO MOTTA WANDERLEY DA NÓBREGA";"HUGO";"PRB";"PSB / PTB / PRB / PT / DEM / PDT / PC do B / PODE";"1";"Eleito";"92468";"0";"1989377";"4,65";"10/12/2018 14:13:12"
"PB";"Deputado Federal";"1345";"ANTONIO RIBEIRO";"FREI ANASTACIO";"PT";"PSB / PTB / PRB / PT / DEM / PDT / PC do B / PODE";"1";"Eleito";"91408";"0";"1989377";"4,59";"10/12/2018 14:13:12"
"PB";"Deputado Federal";"1411";"JOSÉ WILSON SANTIAGO";"WILSON SANTIAGO";"PTB";"PSB / PTB / PRB / PT / DEM / PDT / PC do B / PODE";"1";"Eleito";"86208";"0";"1989377";"4,33";"10/12/2018 14:13:12"
"PB";"Deputado Federal";"4510";"PEDRO OLIVEIRA CUNHA LIMA";"PEDRO CUNHA LIMA";"PSDB";"PV / PSDB / PSD / PSC / SOLIDARIEDADE";"1";"Eleito";"76754";"0";"1989377";"3,86";"10/12/2018 14:13:12"
"PB";"Deputado Federal";"2511";"EFRAIM DE ARAUJO MORAIS FILHO";"EFRAIM FILHO";"DEM";"PSB / PTB / PRB / PT / DEM / PDT / PC do B / PODE";"1";"Eleito";"76089";"0";"1989377";"3,82";"10/12/2018 14:13:12"
"PB";"Deputado Federal";"1717";"GULLIEM CHARLES BEZERRA LEMOS";"JULIAN LEMOS";"PSL";"PSL / DC / PRTB";"1";"Eleito";"71899";"0";"1989377";"3,61";"10/12/2018 14:13:12"
"PB";"Deputado Federal";"4500";"EDNACE ALVES SILVESTRE HENRIQUE";"EDNA HENRIQUE";"PSDB";"PV / PSDB / PSD / PSC / SOLIDARIEDADE";"1";"Eleito";"69935";"0";"1989377";"3,52";"10/12/2018 14:13:12"
"PB";"Deputado Federal";"4567";"RUY MANUEL CARNEIRO BARBOSA DE AÇA BELCHIOR";"RUY CARNEIRO";"PSDB";"PV / PSDB / PSD / PSC / SOLIDARIEDADE";"1";"Eleito";"61259";"0";"1989377";"3,08";"10/12/2018 14:13:12"
